case;group;in_geraete_anzahl;in_geraete_kompetenz;in_minuten;in_adoption;ki_einstellung_arbeit;ki_einstellung_sozial;ki_einstellung_individuell;ki_einstellung_bildung;ki_einstellung_entscheidungen;ki_profit;ki_gehoert;ki_quelle_massenmedien;ki_quelle_internet;ki_quelle_arbeit;ki_quelle_privat;ki_beispiele;ki_anwendungen_bild;ki_anwendungen_video;ki_anwendungen_text;ki_anwendungen_musik;ki_anwendungen_uebersetzung;ki_anwendungen_transkription;ki_anwendungen_beschreibung;ki_anwendungen_vorlesen;ki_anwendungen_empfehlung;ki_anwendungen_konversation;ki_anwendungen_navigation;cg_kennen;cg_erinnern;cg_erinnern_wochen;cg_erinnern_quelle;cg_nutzen;cg_nutzen_wochen;cg_nutzen_allein;cg_nutzen_gezeigt;cg_nutzen_eindruck;cg_nutzen_privat;cg_nutzen_beruflich;cg_nutzen_aktivitaeten;cg_gesprochen_privat;cg_gesprochen_beruflich;cg_adoption_advantage_01;cg_adoption_advantage_02;cg_adoption_advantage_03;cg_adoption_advantage_04;cg_adoption_fearofuse_01;cg_adoption_fearofuse_02;cg_adoption_fearofuse_03;cg_adoption_fearofuse_04;cg_adoption_social_01;cg_adoption_social_02;cg_adoption_social_03;cg_adoption_social_04;cg_adoption_easeofuse_01;cg_adoption_easeofuse_02;cg_adoption_easeofuse_03;cg_adoption_easeofuse_04;cg_adoption_evaluation_01;cg_adoption_evaluation_02;cg_adoption_evaluation_03;cg_adoption_evaluation_04;sd_geschlecht;sd_geburtsjahr;sd_alter;sd_abschluss;sd_ausbildung;sd_ausbildung_keine;sd_ausbildung_lehre;sd_ausbildung_meisterin;sd_ausbildung_studium;sd_ausbildung_promotion;sd_bereich;sd_haushalt;q_anmerkungen;q_started;q_time;q_completed
909;2 Unkenntnis ChatGPT;2;0;30;Ich nutze neue Angebote erst, wenn ich nicht mehr anders kann.;3;3;3;2;3;eher nicht profitieren;ja;5;5;5;5;NA;1;1;1;1;1;1;1;1;1;1;1;nein;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;männlich;1956;67;(Fach-) Abitur;1;1;1;1;2;1;Hausarbeit;1;nein;2023-04-25T16:32:53Z;151;TRUE
910;3 Nichtnutzung ChatGPT;7;7;10;Ich probiere neue Angebote eher schnell aus.;4;4;3;3;4;eher profitieren;ja;2;2;3;4;Intell;2;2;3;2;3;2;3;3;3;3;3;ja;nein;NA;NA;nein;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;4;4;3;4;3;4;2;3;4;2;3;NA;NA;NA;NA;NA;NA;NA;NA;männlich;1973;50;10. Klasse;1;1;2;1;1;1;Ernährung, Landwirtschaft;4;NA;2023-04-25T16:33:08Z;367;TRUE
911;1 Unkenntnis KI;8;8;240;Ich nutze neue Angebote erst, wenn ich nicht mehr anders kann.;4;2;3;2;3;eher profitieren;nein;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;männlich;1976;47;10. Klasse;1;1;2;1;1;1;Hausarbeit;1;NA;2023-04-25T16:37:27Z;333;TRUE
915;2 Unkenntnis ChatGPT;6;6;100;Ich warte eher ab, bis sich die Angebote durchgesetzt haben.;4;2;3;4;4;eher nicht profitieren;ja;3;3;5;4;NA;1;2;2;2;3;3;2;2;2;3;3;nein;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;männlich;1962;61;(Fach-) Abitur;2;1;2;2;1;1;Verkehr, Logistik, Sicherheit;1;NA;2023-04-25T16:41:44Z;244;TRUE
916;2 Unkenntnis ChatGPT;8;8;960;Ich probiere neue Angebote eher schnell aus.;2;2;2;2;2;sicher nicht profitieren;ja;2;4;4;4;kenne die Namen nicht;1;1;1;1;3;1;1;2;1;1;3;nein;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;männlich;1978;45;(Fach-) Abitur;1;1;2;1;1;1;IT, Informatik, EDV;1;mein;2023-04-25T16:48:57Z;295;TRUE
917;1 Unkenntnis KI;4;2;30;Ich warte eher ab, bis sich die Angebote durchgesetzt haben.;3;2;3;2;2;eher nicht profitieren;nein;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;weiblich;1967;56;10. Klasse;2;1;2;2;1;1;Gastronomie, Freizeit, Kultur;2;NA;2023-04-25T16:53:07Z;161;TRUE
918;1 Unkenntnis KI;3;3;30;Ich warte eher ab, bis sich die Angebote durchgesetzt haben.;4;5;3;4;4;eher nicht profitieren;nein;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;männlich;1982;41;9. Klasse;1;2;1;1;1;1;Soziales, Pflege, Medizin;1;NA;2023-04-25T16:55:34Z;205;TRUE
919;1 Unkenntnis KI;1;0;180;Ich warte eher ab, bis sich die Angebote durchgesetzt haben.;3;3;3;3;3;eher nicht profitieren;nein;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;weiblich;1959;64;10. Klasse;1;1;2;1;1;1;In einem anderen Bereich.;1;NA;2023-04-25T16:59:08Z;142;TRUE
920;1 Unkenntnis KI;3;3;3;Ich nutze neue Angebote erst, wenn ich nicht mehr anders kann.;3;3;3;3;3;sicher nicht profitieren;nein;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;männlich;1962;61;9. Klasse;1;1;2;1;1;1;Soziales, Pflege, Medizin;1;NA;2023-04-25T17:02:49Z;177;TRUE
921;1 Unkenntnis KI;4;4;10;Ich warte eher ab, bis sich die Angebote durchgesetzt haben.;3;3;2;3;3;eher nicht profitieren;nein;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;männlich;1979;44;10. Klasse;1;1;2;1;1;1;Schule, Bildung, Wissenschaft;3;NA;2023-04-25T17:07:23Z;137;TRUE
922;3 Nichtnutzung ChatGPT;3;3;50;Ich warte eher ab, bis sich die Angebote durchgesetzt haben.;4;1;3;3;3;eher nicht profitieren;ja;2;5;5;5;"Chatgpt; Bildbearbeitung";2;2;2;1;4;2;2;2;2;4;4;ja;ja;12;aus Massenmedien (online oder offline);nein;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;3;3;-1;4;5;4;4;1;1;3;2;NA;NA;NA;NA;NA;NA;NA;NA;weiblich;1963;60;(Fach-) Abitur;1;1;1;1;2;1;In einem anderen Bereich.;1;NA;2023-04-25T17:14:54Z;397;TRUE
923;4 Nutzung ChatGPT;6;6;30;Ich probiere neue Angebote eher schnell aus.;4;4;3;3;5;eher profitieren;ja;2;3;4;3;ChatGPT;2;2;3;2;4;2;2;2;2;3;4;ja;ja;20;von Personen im privaten Umfeld;ja, direkt nachdem ich davon gehört hatte;20;privat mit anderen;von anderen gezeigt;sehr überzeugend;1;2;Programm Codes schreiben lassen;2;1;3;-1;4;-1;5;5;3;3;1;2;1;1;4;5;5;5;4;4;5;4;männlich;1989;34;(Fach-) Abitur;1;1;1;1;2;1;IT, Informatik, EDV;1;NA;2023-04-25T17:19:53Z;355;TRUE
924;4 Nutzung ChatGPT;10;10;200;Ich nutze neue Angebote erst, wenn ich nicht mehr anders kann.;4;3;3;4;3;eher profitieren;ja;5;5;4;5;Chat gpt;2;1;3;1;3;1;1;1;1;1;1;ja;ja;10;von Personen im Arbeitskontext;ja, aber erst später;6;mit anderen im Arbeitskontext;selbst ausprobiert;eher überzeugend;1;2;Texte erstellen;1;1;2;2;3;3;3;3;2;2;3;2;2;2;4;3;4;3;4;4;3;4;männlich;1967;56;(Fach-) Abitur;1;1;1;1;2;1;In einem anderen Bereich.;4;NA;2023-04-25T17:26:16Z;541;TRUE
925;4 Nutzung ChatGPT;4;4;300;Ich probiere neue Angebote eher schnell aus.;4;3;3;4;4;eher profitieren;ja;1;3;2;4;chatgpd;2;2;3;2;-9;2;3;3;2;3;3;ja;nein;NA;NA;ja, aber erst später;15;mit anderen im Arbeitskontext;von anderen gezeigt;eher überzeugend;2;3;texte erstellen;3;3;-9;3;4;3;3;3;3;2;2;3;2;2;3;2;3;3;3;3;3;3;männlich;1961;62;(Fach-) Abitur;1;1;1;1;2;1;IT, Informatik, EDV;2;ich dene dass es künftig ohne die KI nicht gehen wird es wird ein neues arbeitsmittel werden , wie z.b. die microsoft-office-produkte;2023-04-25T17:28:44Z;525;TRUE
926;3 Nichtnutzung ChatGPT;3;3;120;Ich warte eher ab, bis sich die Angebote durchgesetzt haben.;3;3;4;4;3;eher profitieren;ja;4;4;5;5;Ich habe von Bing gehört und von Elon Musks neuem Engagement, zum Beispiel.;2;2;2;1;2;2;2;2;2;2;2;ja;nein;NA;NA;nein;NA;NA;NA;NA;NA;NA;NA;NA;NA;-1;-1;3;-1;-1;-1;-1;3;-1;-1;-1;-1;NA;NA;NA;NA;NA;NA;NA;NA;männlich;1978;45;(Fach-) Abitur;1;1;2;1;1;1;In einem anderen Bereich.;1;Mir fällt jetzt nichts ein, sorry.;2023-04-25T17:40:04Z;326;TRUE
927;3 Nichtnutzung ChatGPT;2;2;60;Ich warte eher ab, bis sich die Angebote durchgesetzt haben.;3;4;3;4;3;eher profitieren;ja;5;5;5;5;chat;1;1;2;1;2;1;1;2;-1;2;-1;ja;nein;NA;NA;nein;NA;NA;NA;NA;NA;NA;NA;NA;NA;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;NA;NA;NA;NA;NA;NA;NA;NA;männlich;1955;68;10. Klasse;1;2;1;1;1;1;In einem anderen Bereich.;1;keine;2023-04-25T17:47:18Z;296;TRUE
929;3 Nichtnutzung ChatGPT;3;3;1;Ich probiere neue Angebote eher schnell aus.;3;3;3;3;3;eher nicht profitieren;ja;5;-9;5;5;Weiß nicht;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;ja;nein;NA;NA;nein;NA;NA;NA;NA;NA;NA;NA;NA;NA;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;NA;NA;NA;NA;NA;NA;NA;NA;weiblich;1965;58;10. Klasse;1;1;2;1;1;1;In einem anderen Bereich.;2;Bein;2023-04-25T18:01:33Z;147;TRUE
930;1 Unkenntnis KI;1;1;10;Ich warte eher ab, bis sich die Angebote durchgesetzt haben.;3;2;3;3;3;eher nicht profitieren;nein;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;weiblich;2004;19;10. Klasse;1;1;2;1;1;1;In einem anderen Bereich.;3;NA;2023-04-25T18:01:56Z;72;TRUE
931;1 Unkenntnis KI;2;0;20;Ich nutze neue Angebote erst, wenn ich nicht mehr anders kann.;3;3;3;3;4;sicher nicht profitieren;nein;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;weiblich;1974;49;10. Klasse;1;1;2;1;1;1;Ernährung, Landwirtschaft;1;NA;2023-04-25T18:03:17Z;161;TRUE
932;1 Unkenntnis KI;1;1;30;Ich warte eher ab, bis sich die Angebote durchgesetzt haben.;2;2;2;2;2;sicher nicht profitieren;nein;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;männlich;1976;47;9. Klasse;1;1;2;1;1;1;Verarbeitung, Produktion, Technik;1;NA;2023-04-25T18:03:19Z;166;TRUE
936;4 Nutzung ChatGPT;2;2;30;Ich probiere neue Angebote eher schnell aus.;4;2;3;4;3;eher profitieren;ja;4;1;4;3;Chat GPT;1;1;3;1;4;1;1;3;3;4;3;ja;ja;8;von Personen im Arbeitskontext;ja, aber erst später;2;mit anderen im Arbeitskontext;von anderen gezeigt;unbestimmt;2;2;Als Gruppenaufgabe im Deutsch-Unterricht sollten wir CHat GPT ausprobieren, um zu schauen ob es wirklich Aufsätze schreiben kann;3;3;3;3;3;3;5;2;5;4;3;3;3;3;3;3;3;3;2;2;4;3;weiblich;2003;20;(Fach-) Abitur;2;2;1;2;1;1;Ich befinde mich noch in einer Ausbildung.;4;NA;2023-04-25T18:29:08Z;444;TRUE
937;3 Nichtnutzung ChatGPT;3;1;60;Ich probiere neue Angebote eher schnell aus.;4;3;3;2;3;eher nicht profitieren;ja;3;3;4;4;Chat GPT, DeepL,;1;1;2;1;4;1;1;1;2;2;3;ja;ja;5;aus Massenmedien (online oder offline);nein;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;3;3;2;5;4;4;4;1;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;weiblich;1961;62;(Fach-) Abitur;1;1;1;1;2;1;In einem anderen Bereich.;2;NA;2023-04-25T18:33:50Z;468;TRUE
938;1 Unkenntnis KI;3;3;120;Ich warte eher ab, bis sich die Angebote durchgesetzt haben.;3;2;2;3;3;eher nicht profitieren;nein;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;männlich;1966;57;9. Klasse;1;1;1;2;1;1;In einem anderen Bereich.;2;NA;2023-04-25T18:37:12Z;484;TRUE
939;3 Nichtnutzung ChatGPT;4;4;180;Ich probiere neue Angebote eher schnell aus.;1;1;1;1;1;sicher nicht profitieren;ja;5;5;5;5;Google;1;1;1;1;1;1;1;1;1;1;1;ja;nein;NA;NA;nein;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;1;1;1;5;1;5;1;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;männlich;1954;69;9. Klasse;1;1;2;1;1;1;Verkehr, Logistik, Sicherheit;2;NA;2023-04-25T18:44:05Z;246;TRUE
940;3 Nichtnutzung ChatGPT;5;5;30;Ich warte eher ab, bis sich die Angebote durchgesetzt haben.;3;2;3;3;4;eher nicht profitieren;ja;3;5;5;5;chatgpt;-1;1;-9;2;1;1;1;-9;1;1;1;ja;nein;NA;NA;nein;NA;NA;NA;NA;NA;NA;NA;NA;NA;-1;1;3;-1;3;5;5;4;1;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;männlich;1961;62;(Fach-) Abitur;1;1;1;1;2;1;In einem anderen Bereich.;1;NA;2023-04-25T18:51:45Z;216;TRUE
941;3 Nichtnutzung ChatGPT;11;11;20;Ich warte eher ab, bis sich die Angebote durchgesetzt haben.;4;2;2;1;4;eher nicht profitieren;ja;2;4;3;3;ChatGPT;1;1;2;1;4;2;2;3;2;3;3;ja;ja;10;von Personen im Arbeitskontext;nein;NA;NA;NA;NA;NA;NA;NA;NA;NA;-1;2;4;-1;5;4;-1;4;1;2;1;2;NA;NA;NA;NA;NA;NA;NA;NA;männlich;1989;34;(Fach-) Abitur;1;1;1;1;2;1;Verarbeitung, Produktion, Technik;2;NA;2023-04-25T18:51:55Z;338;TRUE
942;4 Nutzung ChatGPT;5;3;120;Ich warte eher ab, bis sich die Angebote durchgesetzt haben.;4;1;3;1;4;sicher profitieren;ja;1;1;4;2;Chatgpt<br>Openai<br>Midjourney<br>...;3;2;4;2;3;1;1;3;2;2;2;ja;ja;20;aus Massenmedien (online oder offline);ja, aber erst später;12;allein;selbst ausprobiert;sehr überzeugend;3;4;Fragen nach unbekannten<br>Tipps für themenvorschläge;3;1;5;4;5;5;2;4;-1;3;2;3;1;2;5;5;5;5;5;4;5;5;männlich;2001;22;(Fach-) Abitur;1;1;1;1;2;1;Ich befinde mich noch in einer Ausbildung.;2;Nein;2023-04-25T18:53:18Z;385;TRUE
943;4 Nutzung ChatGPT;4;4;60;Ich probiere neue Angebote sofort aus.;5;5;5;5;5;eher profitieren;ja;3;2;2;2;ChatGPT;3;1;4;2;4;2;2;2;3;3;2;ja;ja;20;von Personen im privaten Umfeld;ja, direkt nachdem ich davon gehört hatte;2;allein;selbst ausprobiert;sehr überzeugend;3;3;Texte umschreiben, Ideen entwickeln zu Hausarbeiten, Formulierungsänderungen abfragen, Fragen stellen;3;3;4;3;3;3;3;3;4;3;3;3;4;3;3;4;4;3;4;3;4;4;männlich;1988;35;(Fach-) Abitur;1;1;1;1;2;1;IT, Informatik, EDV;2;NA;2023-04-25T18:56:57Z;306;TRUE
944;4 Nutzung ChatGPT;16;16;300;Ich probiere neue Angebote eher schnell aus.;1;1;2;4;3;eher nicht profitieren;ja;2;3;4;2;"ChatGBT; Google; Open AI";1;2;3;2;4;4;2;4;3;4;4;ja;ja;20;aus Massenmedien (online oder offline);ja, direkt nachdem ich davon gehört hatte;8;allein;selbst ausprobiert;unbestimmt;2;1;Ich lasse damit Texte schreiben oder Erzählungen, die ich poste. Habe eine Rede für eine Hochzeit damit erstellt. Übersetzt damit auch Fremdsprachen bzw. schmücke sie aus.;3;1;3;2;4;3;5;5;5;5;1;2;2;1;4;4;3;4;3;3;4;3;männlich;1959;64;(Fach-) Abitur;1;1;1;1;2;1;In einem anderen Bereich.;2;NA;2023-04-25T19:00:31Z;449;TRUE
945;2 Unkenntnis ChatGPT;3;2;30;Ich probiere neue Angebote eher schnell aus.;2;2;3;2;2;sicher nicht profitieren;ja;4;4;4;4;direkte schtiftübersetzung vom gesprochenen wort;1;1;1;1;-9;1;1;1;1;1;1;nein;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;weiblich;1975;48;(Fach-) Abitur;1;1;1;1;2;1;In einem anderen Bereich.;1;nein;2023-04-25T19:12:38Z;134;TRUE
946;4 Nutzung ChatGPT;4;0;200;Ich probiere neue Angebote eher schnell aus.;4;2;3;4;3;eher profitieren;ja;3;4;4;1;ChatGbt;2;2;4;2;1;1;1;2;2;3;3;ja;ja;10;von Personen im privaten Umfeld;ja, direkt nachdem ich davon gehört hatte;6;privat mit anderen;von anderen gezeigt;eher überzeugend;3;1;Informationen sammeln;2;1;4;2;4;4;2;3;3;3;2;2;2;2;4;4;4;4;4;4;4;3;weiblich;1978;45;(Fach-) Abitur;1;1;2;1;1;1;In einem anderen Bereich.;3;NA;2023-04-25T19:16:57Z;307;TRUE
947;3 Nichtnutzung ChatGPT;2;2;5;Ich warte eher ab, bis sich die Angebote durchgesetzt haben.;4;1;3;3;1;eher nicht profitieren;ja;5;5;5;5;Mir fallen keine ein;2;1;2;2;2;1;1;2;1;1;1;ja;nein;NA;NA;nein;NA;NA;NA;NA;NA;NA;NA;NA;NA;-1;3;-1;-1;3;3;3;3;1;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;männlich;1955;68;(Fach-) Abitur;1;1;1;1;2;1;In einem anderen Bereich.;2;nein;2023-04-25T19:19:31Z;487;TRUE
948;4 Nutzung ChatGPT;3;3;30;Ich warte eher ab, bis sich die Angebote durchgesetzt haben.;1;1;1;1;1;sicher nicht profitieren;ja;3;3;4;4;ChatGPT;1;1;3;1;4;3;1;1;1;1;1;ja;nein;NA;NA;ja, direkt nachdem ich davon gehört hatte;6;allein;selbst ausprobiert;eher enttäuschend;1;1;Bisschen rumprobieren, bis mir die ständigen Wiederholungen und Standardantworten auf die Nerven gehen.;2;1;1;1;1;1;5;1;5;5;1;1;1;1;4;4;5;3;4;1;3;1;männlich;1968;55;(Fach-) Abitur;2;1;2;1;2;1;In einem anderen Bereich.;1;NA;2023-04-25T19:19:40Z;326;TRUE
949;4 Nutzung ChatGPT;3;3;30;Ich warte eher ab, bis sich die Angebote durchgesetzt haben.;5;1;1;3;4;eher nicht profitieren;ja;4;3;4;5;bing;1;1;1;1;4;1;1;1;1;3;3;ja;ja;8;von Personen im privaten Umfeld;ja, direkt nachdem ich davon gehört hatte;8;allein;selbst ausprobiert;unbestimmt;2;1;NA;1;1;-1;-1;3;3;-1;-1;-1;3;1;1;-1;1;4;3;4;3;3;3;3;3;männlich;1963;60;10. Klasse;1;1;2;1;1;1;IT, Informatik, EDV;2;NA;2023-04-25T19:21:44Z;581;TRUE
950;4 Nutzung ChatGPT;4;4;30;Ich probiere neue Angebote eher schnell aus.;4;3;3;4;3;eher profitieren;ja;4;1;5;4;Chat GPT <br>;2;2;3;2;4;2;2;2;2;4;4;ja;ja;15;aus Internetforen und Plattformen;ja, direkt nachdem ich davon gehört hatte;15;allein;selbst ausprobiert;eher überzeugend;3;1;Texte formulieren , Dinge suchen , Skripte erstellen;3;3;-1;-1;4;-1;3;-1;3;3;2;1;1;1;4;2;4;3;4;4;4;4;weiblich;1997;26;(Fach-) Abitur;1;2;1;1;1;1;Hausarbeit;2;NA;2023-04-25T19:22:06Z;499;TRUE
951;4 Nutzung ChatGPT;3;3;60;Ich probiere neue Angebote eher schnell aus.;5;4;4;5;4;sicher profitieren;ja;2;2;2;3;ChatGBT;1;1;4;1;3;1;2;3;3;4;4;ja;ja;15;von Personen im privaten Umfeld;ja, direkt nachdem ich davon gehört hatte;14;privat mit anderen;von anderen gezeigt;eher überzeugend;5;5;Zusammenfassungen von wissenschaftlichen Papern ausgeben;3;2;5;4;5;4;2;3;3;2;3;4;1;4;5;4;5;4;5;4;5;5;weiblich;1998;25;(Fach-) Abitur;1;1;1;1;2;1;IT, Informatik, EDV;1;NA;2023-04-25T19:25:20Z;507;TRUE
952;3 Nichtnutzung ChatGPT;3;3;60;Ich probiere neue Angebote sofort aus.;4;2;4;4;3;eher profitieren;ja;2;2;2;1;Chat-gpt;1;2;2;2;2;2;2;2;2;2;2;ja;ja;4;von Personen im Arbeitskontext;nein;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;4;4;4;4;4;4;4;3;4;2;3;NA;NA;NA;NA;NA;NA;NA;NA;weiblich;2003;20;(Fach-) Abitur;1;1;1;1;2;1;Ich befinde mich noch in einer Ausbildung.;3;NA;2023-04-25T19:25:32Z;162;TRUE
953;3 Nichtnutzung ChatGPT;5;5;120;Ich warte eher ab, bis sich die Angebote durchgesetzt haben.;4;2;3;4;4;eher profitieren;ja;4;3;2;3;Chatboot;3;2;2;2;3;2;2;3;2;3;4;ja;nein;NA;NA;nein;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;3;3;3;4;4;2;2;2;2;1;2;NA;NA;NA;NA;NA;NA;NA;NA;weiblich;1974;49;(Fach-) Abitur;2;1;2;2;1;1;Handel, Finanzen, Verwaltung;3;Die sinnvolle Anwendung von KI kann das Leben einfacher machen, aber alles mit mass und Ziel.;2023-04-25T19:25:54Z;465;TRUE
954;1 Unkenntnis KI;2;1;60;Ich warte eher ab, bis sich die Angebote durchgesetzt haben.;3;2;3;4;3;eher profitieren;nein;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;weiblich;1974;49;(Fach-) Abitur;1;1;2;1;1;1;Handel, Finanzen, Verwaltung;4;NA;2023-04-25T19:27:28Z;144;TRUE
956;1 Unkenntnis KI;3;3;120;Ich probiere neue Angebote eher schnell aus.;2;1;3;2;3;eher nicht profitieren;nein;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;männlich;1960;63;(Fach-) Abitur;1;1;1;1;2;1;In einem anderen Bereich.;2;Ich hatte auf eine Frage zu den möglichen Gefahren der KI gewartet. Wurde aber interessanterweise nicht gestellt....;2023-04-25T19:31:30Z;288;TRUE
957;1 Unkenntnis KI;3;0;90;Ich probiere neue Angebote eher schnell aus.;4;4;4;4;4;eher profitieren;nein;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;weiblich;1959;64;10. Klasse;1;1;2;1;1;1;Hausarbeit;2;Sehr wichtiges Thema für jedermann!;2023-04-25T19:53:59Z;192;TRUE
958;4 Nutzung ChatGPT;21;21;90;Ich probiere neue Angebote sofort aus.;4;2;3;2;2;eher nicht profitieren;ja;1;1;1;1;Chat-Gpt<br>Auto-GPT;1;2;3;2;4;3;1;2;1;3;3;ja;ja;3;von Personen im Arbeitskontext;ja, direkt nachdem ich davon gehört hatte;2;allein;selbst ausprobiert;eher enttäuschend;1;1;NA;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;männlich;1974;49;(Fach-) Abitur;1;2;1;1;1;1;IT, Informatik, EDV;2;NA;2023-04-25T19:55:39Z;468;TRUE
959;3 Nichtnutzung ChatGPT;5;5;300;Ich probiere neue Angebote eher schnell aus.;2;1;1;2;1;sicher nicht profitieren;ja;1;4;3;4;Chat Gpt;2;2;2;1;3;1;1;2;1;3;-1;ja;nein;NA;NA;nein;NA;NA;NA;NA;NA;NA;NA;NA;NA;-1;-1;-1;-1;5;5;5;5;1;1;5;-1;NA;NA;NA;NA;NA;NA;NA;NA;männlich;1971;52;(Fach-) Abitur;1;1;1;1;2;1;In einem anderen Bereich.;1;NA;2023-04-25T19:56:34Z;409;TRUE
